,r,roll_avg_r,roll_std_r,upper_r,lower_r
12732,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12733,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12734,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12735,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12736,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12737,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12738,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12739,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12740,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12741,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12742,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12743,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12744,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12745,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12746,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12747,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12748,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12749,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12750,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12751,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12752,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12753,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12754,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12755,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12756,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12757,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12758,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12759,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12760,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12761,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12762,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12763,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12764,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12765,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12766,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12767,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12768,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12769,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12770,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12771,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12772,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12773,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12774,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12775,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12776,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12777,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12778,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12779,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12780,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12781,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12782,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12783,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12784,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12785,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12786,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12787,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12788,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12789,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12790,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12791,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12792,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12793,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12794,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12795,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12796,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12797,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12798,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12799,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12800,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12801,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12802,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12803,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12804,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12805,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12806,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12807,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12808,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12809,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12810,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12811,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12812,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12813,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12814,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12815,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12816,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12817,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12818,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12819,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12820,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12821,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12822,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12823,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12824,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12825,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12826,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12827,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12828,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12829,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12830,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12831,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12832,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12833,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12834,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12835,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12836,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12837,500,500.0,2.112366533913128e-05,500.00004140238406,499.99995859761594
12838,373,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12839,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12840,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12841,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12842,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12843,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12844,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12845,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12846,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12847,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12848,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12849,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12850,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12851,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12852,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12853,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12854,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12855,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12856,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12857,500,497.46,17.960512242150752,532.6626039946154,462.2573960053845
12858,468,496.82,18.432103758932104,532.9469233675069,460.69307663249305
12859,500,496.82,18.432103758932104,532.9469233675069,460.69307663249305
12860,500,496.82,18.432103758932104,532.9469233675069,460.69307663249305
12861,500,496.82,18.432103758932104,532.9469233675069,460.69307663249305
12862,500,496.82,18.432103758932104,532.9469233675069,460.69307663249305
12863,500,496.82,18.432103758932104,532.9469233675069,460.69307663249305
12864,500,496.82,18.432103758932104,532.9469233675069,460.69307663249305
12865,500,496.82,18.432103758932104,532.9469233675069,460.69307663249305
12866,500,496.82,18.432103758932104,532.9469233675069,460.69307663249305
12867,454,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12868,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12869,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12870,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12871,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12872,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12873,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12874,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12875,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12876,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12877,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12878,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12879,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12880,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12881,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12882,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12883,500,495.9,19.393087344080655,533.9104511943981,457.88954880560186
12884,449,494.88,20.48358227599827,535.0278212609566,454.7321787390434
12885,500,494.88,20.48358227599827,535.0278212609566,454.7321787390434
12886,500,494.88,20.48358227599827,535.0278212609566,454.7321787390434
12887,500,494.88,20.48358227599827,535.0278212609566,454.7321787390434
12888,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12889,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12890,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12891,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12892,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12893,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12894,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12895,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12896,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12897,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12898,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12899,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12900,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12901,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12902,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12903,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12904,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12905,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12906,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12907,500,497.42,10.50576129600375,518.0112921401674,476.82870785983266
12908,500,498.06,9.613786868847816,516.9030222629417,479.2169777370583
12909,500,498.06,9.613786868847816,516.9030222629417,479.2169777370583
12910,499,498.04,9.610708313447105,516.8769882943564,479.2030117056437
12911,500,498.04,9.610708313447105,516.8769882943564,479.2030117056437
12912,500,498.04,9.610708313447105,516.8769882943564,479.2030117056437
12913,500,498.04,9.610708313447105,516.8769882943564,479.2030117056437
12914,500,498.04,9.610708313447105,516.8769882943564,479.2030117056437
12915,441,496.86,12.540562757953149,521.4395030055882,472.28049699441186
12916,500,496.86,12.540562757953149,521.4395030055882,472.28049699441186
12917,500,497.78,10.913930435524476,519.171303653628,476.388696346372
12918,500,497.78,10.913930435524476,519.171303653628,476.388696346372
12919,500,497.78,10.913930435524476,519.171303653628,476.388696346372
12920,500,497.78,10.913930435524476,519.171303653628,476.388696346372
12921,500,497.78,10.913930435524476,519.171303653628,476.388696346372
12922,500,497.78,10.913930435524476,519.171303653628,476.388696346372
12923,500,497.78,10.913930435524476,519.171303653628,476.388696346372
12924,500,497.78,10.913930435524476,519.171303653628,476.388696346372
12925,459,496.96,12.207324666389898,520.8863563461242,473.0336436538758
12926,500,496.96,12.207324666389898,520.8863563461242,473.0336436538758
12927,500,496.96,12.207324666389898,520.8863563461242,473.0336436538758
12928,500,496.96,12.207324666389898,520.8863563461242,473.0336436538758
12929,500,496.96,12.207324666389898,520.8863563461242,473.0336436538758
12930,500,496.96,12.207324666389898,520.8863563461242,473.0336436538758
12931,500,496.96,12.207324666389898,520.8863563461242,473.0336436538758
12932,500,496.96,12.207324666389898,520.8863563461242,473.0336436538758
12933,470,496.36,12.77874510783666,521.4063404113599,471.3136595886402
12934,500,497.38,10.804175307818719,518.5561836033247,476.2038163966753
12935,500,497.38,10.804175307818719,518.5561836033247,476.2038163966753
12936,467,496.72,11.618142041232025,519.4915584008148,473.94844159918523
12937,363,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12938,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12939,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12940,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12941,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12942,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12943,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12944,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12945,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12946,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12947,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12948,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12949,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12950,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12951,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12952,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12953,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12954,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12955,500,493.98,22.18152384306469,537.4557867324068,450.50421326759323
12956,446,492.9,23.174801586461875,538.3226111094652,447.4773888905347
12957,500,492.9,23.174801586461875,538.3226111094652,447.4773888905347
12958,500,492.9,23.174801586461875,538.3226111094652,447.4773888905347
12959,477,492.44,23.259108376062635,538.0278524170827,446.8521475829172
12960,500,492.46,23.265293412107827,538.0599750877313,446.8600249122686
12961,500,492.46,23.265293412107827,538.0599750877313,446.8600249122686
12962,500,492.46,23.265293412107827,538.0599750877313,446.8600249122686
12963,500,492.46,23.265293412107827,538.0599750877313,446.8600249122686
12964,500,492.46,23.265293412107827,538.0599750877313,446.8600249122686
12965,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12966,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12967,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12968,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12969,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12970,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12971,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12972,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12973,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12974,500,493.64,22.067392141320518,536.8920885969882,450.3879114030118
12975,500,494.46,21.508621906737257,536.616898937205,452.30310106279495
12976,500,494.46,21.508621906737257,536.616898937205,452.30310106279495
12977,372,491.9,27.592700898201144,545.9816937604742,437.8183062395257
12978,500,491.9,27.592700898201144,545.9816937604742,437.8183062395257
12979,500,491.9,27.592700898201144,545.9816937604742,437.8183062395257
12980,500,491.9,27.592700898201144,545.9816937604742,437.8183062395257
12981,500,491.9,27.592700898201144,545.9816937604742,437.8183062395257
12982,500,491.9,27.592700898201144,545.9816937604742,437.8183062395257
12983,500,492.5,27.43247740046418,546.2676557049098,438.73234429509023
12984,500,492.5,27.43247740046418,546.2676557049098,438.73234429509023
12985,500,492.5,27.43247740046418,546.2676557049098,438.73234429509023
12986,500,493.16,27.202460873080355,546.4768233112375,439.8431766887625
12987,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12988,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12989,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12990,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12991,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12992,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12993,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12994,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12995,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12996,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12997,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12998,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
12999,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
13000,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
13001,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
13002,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
13003,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
13004,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
13005,500,495.9,19.685538046081252,534.4836545703192,457.3163454296807
13006,500,496.98,18.3263944815756,532.8997331838882,461.06026681611183
13007,500,496.98,18.3263944815756,532.8997331838882,461.06026681611183
13008,500,496.98,18.3263944815756,532.8997331838882,461.06026681611183
13009,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13010,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13011,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13012,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13013,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13014,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13015,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13016,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13017,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13018,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13019,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13020,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13021,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13022,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13023,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13024,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13025,500,497.44,18.101933598387962,532.9197898528404,461.9602101471596
13026,487,497.18,18.157687976543382,532.769068434025,461.590931565975
13027,500,499.74,1.8384776312065814,503.3434161571649,496.13658384283514
13028,500,499.74,1.8384776312065814,503.3434161571649,496.13658384283514
13029,500,499.74,1.8384776312065814,503.3434161571649,496.13658384283514
13030,500,499.74,1.8384776312065814,503.3434161571649,496.13658384283514
13031,500,499.74,1.8384776312065814,503.3434161571649,496.13658384283514
13032,500,499.74,1.8384776312065814,503.3434161571649,496.13658384283514
13033,500,499.74,1.8384776312065814,503.3434161571649,496.13658384283514
13034,500,499.74,1.8384776312065814,503.3434161571649,496.13658384283514
13035,500,499.74,1.8384776312065814,503.3434161571649,496.13658384283514
13036,466,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13037,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13038,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13039,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13040,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13041,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13042,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13043,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13044,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13045,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13046,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13047,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13048,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13049,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13050,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13051,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13052,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13053,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13054,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13055,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13056,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13057,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13058,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13059,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13060,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13061,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13062,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13063,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13064,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13065,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13066,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13067,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13068,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13069,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13070,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13071,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13072,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13073,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13074,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13075,500,499.06,5.112649379129802,509.0807927830944,489.0392072169056
13076,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13077,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13078,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13079,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13080,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13081,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13082,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13083,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13084,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13085,500,499.32,4.808326112115002,508.7443191797454,489.8956808202546
13086,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13087,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13088,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13089,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13090,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13091,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13092,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13093,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13094,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13095,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13096,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13097,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13098,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13099,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13100,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13101,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13102,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13103,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13104,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13105,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13106,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13107,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13108,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13109,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13110,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13111,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13112,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13113,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13114,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13115,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13116,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13117,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13118,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13119,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13120,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13121,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13122,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13123,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13124,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13125,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13126,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13127,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13128,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13129,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13130,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13131,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13132,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13133,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13134,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13135,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13136,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13137,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13138,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13139,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
13140,500,500.0,2.114189025817391e-05,500.0000414381049,499.9999585618951
