,r,roll_avg_r,roll_std_r,upper_r,lower_r
7052,112,120.64,11.300641123227956,142.7892566015268,98.4907433984732
7053,125,120.54,11.238073042757737,142.56662316380516,98.51337683619485
7054,109,120.38,11.345933371993027,142.61802940910633,98.14197059089366
7055,106,119.82,11.350968672143832,142.0678985974019,97.57210140259808
7056,124,119.46,10.910040311195418,140.843679009943,98.07632099005697
7057,133,119.86,11.034287933716158,141.48720435008366,98.23279564991633
7058,122,119.76,10.990831058068862,141.30202887381498,98.21797112618503
7059,132,120.18,11.050330127124697,141.83864704916442,98.52135295083559
7060,106,119.6,11.017611134094047,141.1945178228243,98.00548217717567
7061,126,119.96,10.924527729953425,141.37207435070871,98.54792564929127
7062,106,119.56,11.064117401655828,141.24567010724542,97.87432989275459
7063,114,119.5,11.086395413540796,141.22933501053996,97.77066498946004
7064,128,119.84,11.081074139347006,141.55890531312014,98.12109468687987
7065,136,119.96,11.224899435942003,141.96080289444632,97.95919710555367
7066,116,120.02,11.194915026432847,141.96203345180837,98.07796654819161
7067,104,120.06,11.132614339897374,141.87992410619887,98.24007589380115
7068,131,120.56,11.049351259932799,142.21672846946828,98.90327153053173
7069,106,120.64,10.926022111626258,142.05500333878746,99.22499666121254
7070,129,120.88,10.97611507050144,142.39318553818282,99.36681446181717
7071,130,121.3,10.913855638500618,142.6911570514612,99.90884294853879
7072,106,121.06,11.117939171835935,142.85116077679842,99.26883922320157
7073,113,120.96,11.168395642372376,142.85005545904986,99.06994454095013
7074,136,121.32,11.359505594303448,143.58463096483476,99.05536903516523
7075,110,120.78,11.240034134601695,142.81046690381933,98.74953309618068
7076,104,120.24,11.38663735279885,142.55780921148573,97.92219078851426
7077,131,120.76,11.269536324963166,142.84829119692782,98.67170880307219
7078,128,121.32,10.90672887230402,142.69718858971586,99.94281141028412
7079,111,121.24,10.968526401875685,142.73831174767633,99.74168825232366
7080,127,121.3,10.992112199769316,142.84453991154786,99.75546008845214
7081,109,121.24,11.051936758890793,142.90179604742596,99.57820395257404
7082,134,121.24,11.051936758890793,142.90179604742596,99.57820395257404
7083,110,120.82,11.072469997105758,142.52204119432727,99.11795880567271
7084,128,121.14,11.043531674098066,142.7853220812322,99.49467791876779
7085,113,121.08,11.080116406965645,142.79702815765268,99.36297184234733
7086,109,120.74,11.186380202768401,142.66530519742605,98.81469480257392
7087,104,120.36,11.42814284911001,142.75915998425563,97.96084001574438
7088,110,119.96,11.433855921103875,142.37035760536358,97.5496423946364
7089,110,119.94,11.450710698916309,142.38339296987596,97.49660703012404
7090,118,119.58,11.216041718752965,141.5634417687558,97.59655823124419
7091,130,119.76,11.311110665618482,141.92977690461223,97.59022309538778
7092,109,119.04,10.80619625729112,140.22014466429061,97.85985533570941
7093,122,118.9,10.719522529729497,139.91026415826983,97.88973584173019
7094,130,118.88,10.697396211899317,139.84689657532266,97.91310342467733
7095,119,118.98,10.67419164841118,139.9014156308859,98.0585843691141
7096,129,119.18,10.767847074151689,140.2849802653373,98.0750197346627
7097,110,118.74,10.682447934702195,139.6775979520163,97.80240204798369
7098,121,118.42,10.359044160463814,138.72372655450908,98.11627344549092
7099,128,118.84,10.312188152369412,139.05188877864404,98.62811122135595
7100,126,119.14,10.297631984581122,139.323358689779,98.956641310221
7101,111,118.82,10.296997779225666,139.0021156472823,98.63788435271769
7102,104,118.66,10.465901874224144,139.17316767347933,98.14683232652067
7103,115,118.46,10.437784580017333,138.91805777683396,98.00194222316603
7104,107,118.42,10.47853004179531,138.9579188819188,97.8820811180812
7105,129,118.88,10.426888318193122,139.31670110365852,98.44329889634147
7106,133,119.06,10.593432697978631,139.82312808803812,98.29687191196189
7107,118,118.76,10.40125581115337,139.1464613898606,98.3735386101394
7108,100,118.32,10.721787849698837,139.33470418540972,97.30529581459027
7109,132,118.32,10.721787849698837,139.33470418540972,97.30529581459027
7110,127,118.74,10.64033527168903,139.5950571325105,97.8849428674895
7111,131,118.84,10.733050234998945,139.87677846059793,97.80322153940207
7112,109,118.9,10.66799524039319,139.80927067117065,97.99072932882936
7113,125,119.12,10.678301477718815,140.04947089632887,98.19052910367112
7114,122,119.0,10.609968358647484,139.79553798294907,98.20446201705093
7115,121,118.7,10.327790920917918,138.94247020499913,98.45752979500088
7116,110,118.58,10.394445141323825,138.9531124769947,98.2068875230053
7117,122,118.94,10.18884944737612,138.91014491685718,98.9698550831428
7118,107,118.46,10.17441769883054,138.40185868970786,98.51814131029214
7119,109,118.52,10.10806911455209,138.3318154645221,98.7081845354779
7120,100,117.94,10.32415436078801,138.1753425471445,97.7046574528555
7121,121,117.76,10.187146763630402,137.7268076567156,97.79319234328442
7122,133,118.3,10.26635082118985,138.42204760953211,98.1779523904679
7123,127,118.58,10.309674473773367,138.7869619685958,98.3730380314042
7124,126,118.38,10.058786391684706,138.095221327702,98.66477867229797
7125,138,118.94,10.357704418277185,139.24110065982327,98.63889934017672
7126,103,118.92,10.388062222318755,139.28060195574477,98.55939804425525
7127,113,118.56,10.272133891940353,138.6933824282031,98.42661757179691
7128,121,118.42,10.188208470423383,138.38888860202982,98.45111139797017
7129,108,118.36,10.241492238213052,138.43332478689757,98.28667521310241
7130,129,118.4,10.279760181435517,138.5483299556136,98.2516700443864
7131,134,118.9,10.420251083977458,139.32369212459582,98.47630787540419
7132,111,118.44,10.246273588434562,138.52269623333174,98.35730376666825
7133,125,118.74,10.213656324268808,138.75876639556685,98.72123360443314
7134,113,118.44,10.156248704870027,138.34624746154526,98.53375253845475
7135,134,118.86,10.358886552729356,139.16341764334953,98.55658235665047
7136,113,118.94,10.29644281749526,139.1210279222907,98.75897207770929
7137,126,119.38,10.113418041882191,139.2022993620891,99.5577006379109
7138,120,119.58,10.02260709901854,139.22430991407634,99.93569008592365
7139,111,119.6,10.004080800010241,139.20799836802007,99.99200163197992
7140,104,119.32,10.242847180711973,139.39598047419545,99.24401952580453
7141,113,118.98,10.162937868673664,138.89935822260037,99.06064177739962
7142,128,119.36,10.13734256527748,139.22919142794387,99.49080857205614
7143,140,119.72,10.544444324976132,140.38711087695322,99.05288912304678
7144,129,119.7,10.525479290074474,140.32993940854598,99.07006059145404
7145,140,120.12,10.908974025351181,141.5015890896883,98.73841091031169
7146,135,120.24,11.040851786132164,141.88006950081905,98.59993049918096
7147,110,120.24,11.040851786132164,141.88006950081905,98.59993049918096
7148,111,120.04,11.117113118148303,141.82954171157067,98.25045828842933
7149,137,120.22,11.31964158948322,142.40649751538712,98.03350248461288
7150,126,120.22,11.31964158948322,142.40649751538712,98.03350248461288
7151,113,120.26,11.289890728130796,142.38818582713637,98.13181417286364
7152,132,120.82,11.160590285028688,142.69475695865623,98.94524304134376
7153,109,120.7,11.256290758181652,142.76232988603604,98.63767011396396
7154,107,120.7,11.256290758181652,142.76232988603604,98.63767011396396
7155,112,120.36,11.257215373228682,142.4241421315282,98.29585786847178
7156,115,120.0,11.131862707876484,141.81845090743792,98.1815490925621
7157,118,120.0,11.131862707876484,141.81845090743792,98.1815490925621
7158,103,120.06,11.029478127054537,141.67777712902688,98.44222287097311
7159,113,119.68,10.936626349950869,141.1157876459037,98.2442123540963
7160,104,119.22,11.104861961489915,140.98552944452024,97.45447055547976
7161,120,119.0,10.974925038099753,140.5108530746755,97.48914692532449
7162,99,118.8,11.248582677162933,140.84722204723934,96.75277795276065
7163,130,118.9,11.32677881691962,141.10048648116248,96.69951351883755
7164,112,118.7,11.359164240601947,140.96396191157982,96.43603808842019
7165,113,118.54,11.38242469058358,140.84955239354383,96.23044760645618
7166,117,118.68,11.318109022129391,140.8634936833736,96.49650631662641
7167,113,118.5,11.335784048757809,140.7181367355653,96.28186326443469
7168,101,118.38,11.490706093651696,140.90178394355732,95.85821605644267
7169,122,118.64,11.420997490304488,141.0251550809968,96.2548449190032
7170,108,118.8,11.20859728339352,140.7688506754513,96.8311493245487
7171,126,118.9,11.250850308004873,140.95166660368955,96.84833339631045
7172,104,118.32,11.25663523148751,140.38300505371552,96.25699494628448
7173,126,118.3,11.241777040151621,140.33388299869716,96.26611700130282
7174,125,118.28,11.228680479299179,140.2882137394264,96.2717862605736
7175,107,117.66,10.970479869700341,139.16214054461267,96.15785945538732
7176,89,117.38,11.51731615562598,139.95393966502692,94.80606033497307
7177,128,117.68,11.5959880465436,140.40813657122547,94.95186342877454
7178,134,117.94,11.81560711214804,141.09858993981015,94.78141006018984
7179,101,117.8,11.976166808651394,141.27328694495674,94.32671305504326
7180,109,117.4,11.928357568659068,140.7795808345718,94.02041916542824
7181,129,117.3,11.806691288576374,140.4411149256097,94.1588850743903
7182,108,117.24,11.84691469350454,140.4599527992689,94.0200472007311
7183,125,117.24,11.84691469350454,140.4599527992689,94.0200472007311
7184,122,117.42,11.849550064655014,140.64511812672384,94.19488187327617
7185,113,117.0,11.619828232953232,139.77486333658834,94.22513666341166
7186,116,117.06,11.606490091537996,139.80872057941448,94.31127942058554
7187,123,117.0,11.567018560001477,139.6713563776029,94.32864362239711
7188,109,116.78,11.61331044930378,139.5420884806354,94.01791151936459
7189,118,116.92,11.584366664625213,139.6253586626654,94.21464133733458
7190,131,117.46,11.599102709845326,140.19424131129682,94.72575868870315
7191,135,117.9,11.841211328000089,141.10877420288017,94.69122579711983
7192,109,117.52,11.815313480950602,140.67801442266318,94.36198557733681
7193,110,116.92,11.40504721782808,139.27389254694305,94.56610745305696
7194,110,116.54,11.310479157647647,138.7085391489894,94.37146085101062
7195,114,116.02,10.795860884847,137.1798873343001,94.86011266569987
7196,104,115.4,10.571428571431946,136.12000000000663,94.67999999999338
7197,113,115.46,10.548643398612532,136.13534106128054,94.78465893871943
7198,106,115.36,10.615275862299782,136.16594069010756,94.55405930989242
7199,121,115.04,10.181936787014793,134.996596102549,95.083403897451
7200,128,115.08,10.229688685992167,135.13018982454466,95.02981017545535
7201,113,115.08,10.229688685992167,135.13018982454466,95.02981017545535
7202,109,114.62,9.967068223889259,134.15545371882294,95.08454628117705
7203,106,114.56,10.01052507338996,134.18062914384433,94.93937085615568
7204,113,114.68,9.953852705035398,134.1895513018694,95.17044869813063
7205,120,114.84,9.974170724061436,134.3893746191604,95.29062538083959
7206,125,115.04,10.077171614851723,134.79125636510938,95.28874363489064
7207,112,114.92,10.076928589406076,134.6707800352359,95.1692199647641
7208,130,115.46,10.148308394278207,135.3506844527853,95.56931554721471
7209,108,115.36,10.197558731466271,135.34721511367388,95.37278488632612
7210,114,115.56,10.067446021103194,135.29219420136226,95.82780579863774
7211,101,115.18,10.253302106234067,135.27647212821878,95.08352787178123
7212,115,115.5,9.984171145841762,135.06897544584984,95.93102455415016
7213,141,115.72,10.421798191823326,136.14672445597373,95.29327554402627
7214,111,115.7,10.430039035678908,136.14287650993066,95.25712349006935
7215,107,115.58,10.496043958348388,136.15224615836283,95.00775384163715
7216,125,115.74,10.578781226822374,136.47441120457185,95.00558879542814
7217,123,115.94,10.620369339059296,136.75592390455623,95.12407609544377
7218,116,116.24,10.399293539588195,136.62261533759286,95.85738466240713
7219,99,115.78,10.64509084901322,136.6443780640659,94.9156219359341
7220,104,115.7,10.719522529729467,136.71026415826975,94.68973584173025
7221,111,115.4,10.634944325966071,136.24449087889352,94.55550912110651
7222,136,116.04,10.894597050741751,137.39341021945384,94.68658978054617
7223,104,115.6,10.928337999377714,137.01954247878032,94.18045752121968
7224,99,115.08,11.089321946113794,136.81507101438302,93.34492898561696
7225,110,115.14,11.052767683682625,136.80342466001795,93.47657533998205
7226,131,115.98,10.612833971095132,136.78115458334645,95.17884541665354
7227,128,115.98,10.612833971095132,136.78115458334645,95.17884541665354
7228,116,115.62,10.289463602373122,135.78734866065133,95.45265133934869
7229,107,115.74,10.149514917536504,135.63304923837154,95.84695076162845
7230,108,115.72,10.164042261920812,135.6415228333648,95.79847716663521
7231,140,115.94,10.568358627606479,136.6539829101087,95.2260170898913
7232,123,116.24,10.551254882330753,136.92045956936826,95.55954043063173
7233,118,116.1,10.478841655882167,136.63852964552905,95.56147035447094
7234,127,116.2,10.559839207189873,136.89728484609216,95.50271515390786
7235,107,116.08,10.630798537790664,136.9163651340697,95.24363486593029
7236,125,116.26,10.705348653639925,137.24248336113425,95.27751663886575
7237,119,116.18,10.6688369390822,137.0909204006011,95.26907959939889
7238,104,116.08,10.760547744198423,137.1706735786289,94.98932642137109
7239,128,116.28,10.889125824627136,137.6226866162692,94.93731338373081
7240,102,115.7,10.86137135702364,136.98828785976633,94.41171214023367
7241,123,115.46,10.554445818264623,136.14671380379866,94.77328619620133
7242,110,115.48,10.542895857462307,136.14407588062613,94.81592411937388
7243,109,115.46,10.554445818264623,136.14671380379866,94.77328619620133
7244,120,115.66,10.543612051954126,136.32547962183008,94.99452037816991
7245,119,115.76,10.551254882330738,136.44045956936824,95.07954043063177
7246,130,116.28,10.600423557193766,137.05683017209978,95.50316982790022
7247,105,116.12,10.710742271200056,137.1130548515521,95.1269451484479
7248,112,116.24,10.62834101133065,137.07154838220808,95.40845161779193
7249,103,115.88,10.767752309372181,136.98479452636946,94.77520547363052
7250,99,115.3,10.882020370639362,136.62875992645314,93.97124007354685
7251,131,115.66,11.09993564975234,137.41587387351458,93.90412612648541
7252,100,115.48,11.281626746213849,137.59198842257916,93.36801157742086
7253,125,115.86,11.275782248083457,137.96053320624358,93.75946679375642
7254,138,116.36,11.69294222850928,139.2781667678782,93.44183323212181
7255,134,116.64,11.94675261145286,140.0556351184476,93.22436488155239
7256,102,116.18,12.060544543840022,139.81866730592645,92.54133269407356
7257,127,116.48,12.14073931111611,140.27584904978758,92.68415095021243
7258,106,116.0,12.069526477365496,139.65627189563637,92.34372810436363
7259,103,115.9,12.157554131035205,139.728806096829,92.07119390317101
7260,125,116.12,12.22182724573382,140.0747814016383,92.16521859836172
7261,133,116.76,12.251713749349129,140.7733589487243,92.74664105127572
7262,107,116.6,12.327172574176993,140.7612582453869,92.43874175461309
